class,11x,11y,11z,12x,12y,12z,13x,13y,13z,14x,14y,14z,15x,15y,15z,16x,16y,16z,23x,23y,23z,24x,24y,24z,lshoulder,rshoulder,lelbow,relbow
straight_ahead,0.5994029641151428,0.5613338947296143,-0.0927228331565857,0.3996437191963196,0.5567077398300171,-0.1097219809889793,0.7396852970123291,0.5698915719985962,-0.0666118785738945,0.2648725211620331,0.5548561811447144,-0.1050328016281127,0.8789232969284058,0.5588124990463257,-0.3287359476089477,0.1383943259716034,0.5304149389266968,-0.3514715731143951,0.576923131942749,0.9398793578147888,-0.0013584905536845,0.4512235224246979,0.9474400281906128,0.0028041552286595,110,116,8,10
straight_ahead,0.5960230827331543,0.5613107681274414,0.0012470923829823,0.3982252478599548,0.5587401986122131,-0.050772774964571,0.7309170961380005,0.5674880146980286,-0.0084366705268621,0.2637390494346618,0.5581991076469421,-0.0956777855753898,0.8192373514175415,0.4424434006214142,-0.2135113775730133,0.1710785925388336,0.4236095547676086,-0.3296760320663452,0.5767931342124939,0.939233899116516,0.0002838302170857,0.4477619230747223,0.943669855594635,0.0012250504223629,110,116,57,55
straight_ahead,0.5931321382522583,0.5613458156585693,0.0173173956573009,0.3950197100639343,0.5603727102279663,-0.0304986499249935,0.7247825264930725,0.5673415660858154,-0.0222990401089191,0.2618035972118377,0.559861421585083,-0.1017085760831832,0.7977718114852905,0.4212681949138641,-0.2422689199447631,0.1865671724081039,0.3996384739875793,-0.3602101802825928,0.5766390562057495,0.9390259385108948,0.0023804137017577,0.4457885324954986,0.9425874948501588,-0.000827076495625,109,116,66,65
straight_ahead,0.5920976996421814,0.5618276000022888,-0.0093478932976722,0.3934486508369446,0.5617865920066833,-0.0246900506317615,0.7219475507736206,0.5674912929534912,-0.0452917553484439,0.261837363243103,0.5652385354042053,-0.0295542571693658,0.7527202367782593,0.384896457195282,-0.2527633309364319,0.2328989803791046,0.3819855451583862,-0.1234101057052612,0.5755471587181091,0.9380186200141908,-0.0007785080815665,0.442662239074707,0.9395011067390442,0.002470510546118,109,114,83,83
straight_ahead,0.5910618305206299,0.5617380142211914,-0.0146993575617671,0.3917227983474731,0.562471330165863,-0.0172490887343883,0.7213963270187378,0.5675252079963684,-0.0926565676927566,0.262397825717926,0.5677594542503357,-0.042963046580553,0.7344711422920227,0.3809349238872528,-0.2759807407855987,0.2545364201068878,0.3781534433364868,-0.2214386910200119,0.5749355554580688,0.936145842075348,-0.001520876889117,0.4416821897029876,0.9372926354408264,0.0031930997502058,109,114,89,90
straight_ahead,0.5907565951347351,0.560684859752655,-0.0109391752630472,0.3919035196304321,0.5641825795173645,-0.0074874609708786,0.7216101884841919,0.5665355324745178,-0.164569079875946,0.2634380459785461,0.5711753368377686,-0.218287318944931,0.6801750659942627,0.3904756903648376,-0.3198851644992828,0.2901073694229126,0.3889382481575012,-0.4820861220359802,0.5745187997817993,0.9340910315513612,-0.0011200864100828,0.4414834976196289,0.935644030570984,0.0026344426441937,109,113,106,101
straight_ahead,0.590735673904419,0.5600655674934387,-0.0158739443868398,0.392042726278305,0.5651647448539734,-0.0218127556145191,0.7213600277900696,0.5665463805198669,-0.1695083975791931,0.2639475166797638,0.5749015808105469,-0.2767521440982818,0.6721588373184204,0.3973117768764496,-0.3160791397094726,0.297741949558258,0.3971717059612274,-0.5489309430122375,0.5736528038978577,0.9312819242477416,0.0014101272681728,0.4408088624477386,0.9321197867393494,-0.0001612071355339,109,112,109,105
straight_ahead,0.5907369256019592,0.56000816822052,-0.0067553878761827,0.3921406865119934,0.5653465390205383,0.0066284788772463,0.7218692898750305,0.5666208863258362,-0.1458743959665298,0.2661136984825134,0.5756152868270874,-0.2078983783721923,0.7031916379928589,0.3891879022121429,-0.3142639994621277,0.2851130068302154,0.38731849193573,-0.458407461643219,0.5736643075942993,0.9304025173187256,3.680917143356055e-05,0.4409595131874084,0.9314960241317748,0.0012128135422244,109,112,99,100
straight_ahead,0.5896404981613159,0.5613600015640259,-0.0108491759747266,0.3913948237895965,0.5653349757194519,-0.0100562078878283,0.7205855250358582,0.5691900849342346,-0.0847610458731651,0.2627524733543396,0.5743778347969055,-0.1287582218647003,0.7188047170639038,0.3991177678108215,-0.2826999425888061,0.2422838509082794,0.387029618024826,-0.3780518472194671,0.5736598968505859,0.9305305480957032,0.0002612090029288,0.441079318523407,0.9329521059989928,0.0010695288656279,109,112,94,88
straight_ahead,0.5896626710891724,0.5635802745819092,0.0058460915461182,0.3909512460231781,0.56612229347229,-0.0124806780368089,0.7209365367889404,0.5697908401489258,-0.0678810402750969,0.2602592706680298,0.5690385103225708,-0.1127542406320571,0.7530257105827332,0.4058255553245544,-0.2817282080650329,0.2076003104448318,0.3871703445911407,-0.367390364408493,0.5737162828445435,0.9316624402999878,0.001234536524862,0.4410615563392639,0.93473619222641,0.0002346686815144,109,115,82,75
straight_ahead,0.5896848440170288,0.5638836622238159,0.0021619338076561,0.3909774124622345,0.5663731098175049,-0.0247145257890224,0.7211859822273254,0.5710878968238831,-0.1110275164246559,0.2599436044692993,0.5676295757293701,-0.1080425828695297,0.775319516658783,0.4085157513618469,-0.3946433067321777,0.1882523000240326,0.3927652537822723,-0.357414960861206,0.5742238759994507,0.9317300319671632,0.0014083145651966,0.4413162171840668,0.9348604679107666,9.889165812637656e-05,109,116,75,68
