class,11x,11y,12x,12y,13x,13y,14x,14y,15x,15y,16x,16y,23x,23y,24x,24y
straight_ahead,0.4998659731146338,0.011576222274998535,-0.4998659731146338,-0.011576222274998535,1.2019347546915653,0.054404694893614755,-1.174353264860355,-0.020842688859649613,1.8987769794493596,-0.0010425669815012724,-1.807336695913456,-0.14316338876422352,0.38736151116721657,1.906076738134429,-0.24172534443642513,1.94391550606075
straight_ahead,0.4999577817099442,0.006497423156267661,-0.4999577817099445,-0.006497423156267661,1.1818794190329451,0.03772488825451756,-1.1798178163601334,-0.009232767947818098,1.6283595226996237,-0.594405669783162,-1.6482386816498489,-0.6896152841874046,0.4027457731867057,1.916989621893429,-0.24953799051720651,1.939414447341938
straight_ahead,0.49999396845599514,0.0024559127886251554,-0.49999396845599514,-0.0024559127886251554,1.1645095737336717,0.0327199308253006,-1.1724126908582586,-0.00503668210147908,1.5329286839505596,-0.7045968059983206,-1.5521744145831409,-0.8137745098044485,0.4167438501275755,1.9088257973914668,-0.24373437653109425,1.9268030308667485
straight_ahead,0.49999998934621076,0.00010321719378554258,-0.49999998934621076,-0.00010321719378554258,1.153664575940648,0.028614266527204266,-1.1625316530067829,0.017273877459981647,1.3085743806139036,-0.890568749781011,-1.3082075695109885,-0.905222290748757,0.4166845107624341,1.893850075075871,-0.25225862091211926,1.901312918226551
straight_ahead,0.4999966167572009,-0.001839356233210911,-0.4999966167572012,0.001839356233210911,1.1538254889592066,0.027192362006429334,-1.1487611670016526,0.02836746889036315,1.2194158886927533,-0.9088462026162986,-1.1881982623424265,-0.9227996250825107,0.419098431547066,1.876394376254026,-0.24937307975409548,1.8821473168257523
straight_ahead,0.49992267059900514,-0.008793373707426748,-0.4999226705990054,0.008793373707426748,1.157862485498384,0.02062416408520454,-1.1458548746138963,0.043953382227299914,0.9495241730108402,-0.8646154152322996,-1.0117598965446448,-0.8723457680290467,0.41827804934391055,1.8687155373349944,-0.25063152997430005,1.876524110728778
straight_ahead,0.4998354261316003,-0.012827579032747092,-0.4998354261316006,0.012827579032747092,1.1570372077515343,0.019778912334420445,-1.1443124892590149,0.06181588594221446,0.9094944710877733,-0.8316800975494567,-0.9742847659753135,-0.8323848271982458,0.413887497820147,1.8548490353829423,-0.25448154976848286,1.8590645182225296
straight_ahead,0.4998194572031592,-0.013435408484274564,-0.4998194572031592,0.013435408484274564,1.1598773458426526,0.019849866092746592,-1.1341793125406852,0.0651233959138896,1.0658629388392296,-0.8732632987488909,-1.0385458400328602,-0.8826730200399716,0.4138840265552522,1.850953397323039,-0.25408872673200117,1.8564575899930584
straight_ahead,0.4998995221667817,-0.010023359587644267,-0.49989952216678196,0.010023359587644267,1.1602857482184117,0.029465571988779565,-1.148672815372825,0.05562860112612475,1.1513047194310542,-0.828248679111369,-1.2519008390119368,-0.8892120299743895,0.4193056329483707,1.8517895691847557,-0.249329059479572,1.8640020489030655
straight_ahead,0.49995909291056473,-0.006395734206899543,-0.49995909291056473,0.006395734206899543,1.160530701174381,0.02485590345123705,-1.1576026222400884,0.021070171076472185,1.3220037942978986,-0.8002193033959786,-1.4225831182338138,-0.8940925392528035,0.4197166831010976,1.8457979746133122,-0.24780343268341104,1.861265129805378
straight_ahead,0.49996076563343683,-0.006263611356688698,-0.49996076563343683,0.006263611356688698,1.161691524537225,0.029989030210561835,-1.1593398583569772,0.012586310556947174,1.434098480925591,-0.7880950613595803,-1.5200997874573798,-0.8673536051128398,0.4221591721346965,1.8447869629812992,-0.24664938062004524,1.860539722089343
straight_ahead,0.4999894974941131,-0.00324073997480288,-0.4999894974941131,0.00324073997480288,1.1664052111604148,0.06279805167540026,-1.1596172128938491,0.007228153812888861,1.6172172488057062,-0.5557428306636704,-1.747061276833813,-0.6439585644431746,0.4138471475579441,1.823814162060178,-0.25020620476348504,1.8396404371006516
straight_ahead,0.4999919755006728,-0.00283274335840077,-0.4999919755006728,0.00283274335840077,1.1778132397647467,0.06563506525415495,-1.160061489670732,0.004633626281620943,1.6520552916737263,-0.5068364676045235,-1.7718577139512133,-0.5579670127059996,0.40588270086506173,1.8095858125059017,-0.2545618741958613,1.8242946965455704
straight_ahead,0.4999911626839177,-0.00297274922992386,-0.49999116268391797,0.00297274922992386,1.1761825881772126,0.063078941053936,-1.1621820736273267,0.002027969793960514,1.6332016410272954,-0.5098022489806306,-1.74238185136421,-0.5866495503840138,0.40191218418609165,1.8002553222054567,-0.2561995717493522,1.8148540011540686
straight_ahead,0.49999028094375153,-0.0031175249459231874,-0.49999028094375153,0.0031175249459231874,1.1713599336939458,0.05198450571988197,-1.1582538547313865,0.0016185772349611037,1.5907676065973828,-0.5092682881722397,-1.670000621246991,-0.6180394244361694,0.3966327092933159,1.7944766016459197,-0.25768265199896667,1.8068061842109469
straight_ahead,0.49998825459191415,-0.0034271373084770384,-0.4999882545919144,0.0034271373084770384,1.1712361622586724,0.031150345037680095,-1.1587492725746253,0.0033344566629568864,1.4106700316807288,-0.8124499409803629,-1.4097954129076262,-0.8414522585649309,0.3924082451085052,1.8032244607727037,-0.2588063170955205,1.810668733946945
straight_ahead,0.49999870359821247,-0.001138595673136023,-0.49999870359821247,0.001138595673136023,1.1659193312784009,0.032182145098245095,-1.160092986705673,0.00534945046532861,1.3051785660023782,-0.8415118948856676,-1.290202273732276,-0.8963875458413908,0.39373690651072907,1.8102541254009648,-0.25852643534268627,1.8162260003512731
straight_ahead,0.49997737902544065,-0.004756097439153934,-0.4999773790254409,0.004756097439153934,1.1716480151582878,0.026853766885892607,-1.1700561525495046,0.0012457605816069586,1.0554268363089168,-0.895533679758614,-1.026587117091317,-0.9153339936418561,0.39100426174178293,1.8246234571273476,-0.2651718118791917,1.829020901911206
straight_ahead,0.49994494288898517,-0.007419843645881246,-0.49994494288898517,0.007419843645881246,1.175318086252239,0.023315989897742015,-1.1739273292532222,0.0021945264072827987,0.911941680467199,-0.8673761017542727,-0.9787811086977767,-0.8887314106550006,0.3859589562570782,1.8287150285071059,-0.2723921404906599,1.8300207643004864
straight_ahead,0.49982480928329653,-0.0132348035465696,-0.49982480928329653,0.0132348035465696,1.1769776391107833,0.024353905933036685,-1.174842461010978,0.0065906395660593284,0.9132432234923599,-0.8540639546546761,-0.9743270694109233,-0.8786637755363291,0.3861020806150961,1.8254465865550813,-0.27353547929903604,1.8265013148776224
