class,11x,11y,11z,12x,12y,12z,13x,13y,13z,14x,14y,14z,15x,15y,15z,16x,16y,16z,23x,23y,23z,24x,24y,24z,lshoulder,rshoulder,lelbow,relbow
turn_left,0.615866184,0.519944966,-0.049679033,0.417138427,0.507884264,-0.047681965,0.752866864,0.541275382,-0.292931855,0.284325719,0.486563295,-0.061618108,0.732357383,0.36123237,-0.648224354,0.143689275,0.456676543,-0.250310481,0.583447754,0.903185487,0.003387443,0.456082642,0.901736259,-0.001784703,106,122,105,3
turn_left,0.61563623,0.520237982,-0.012975389,0.416415691,0.509589791,-0.024557734,0.751012444,0.537196577,-0.233802155,0.282488734,0.486909717,-0.030577879,0.759210527,0.35886097,-0.561318517,0.142851695,0.458566755,-0.215184122,0.583472371,0.903393805,0.003689802,0.456087351,0.901842952,-0.002155591,107,122,95,2
turn_left,0.615535021,0.520199537,-0.016914815,0.415857702,0.509855926,-0.031843923,0.750989258,0.527269661,-0.173553959,0.281303018,0.487776458,-0.034092441,0.776487052,0.350584,-0.438728631,0.142087936,0.459427357,-0.220332786,0.583368242,0.903396964,0.005510784,0.456026793,0.901842654,-0.003972399,111,122,85,2
turn_left,0.615551829,0.52014792,-0.010863191,0.415437937,0.509985864,-0.034777917,0.751060963,0.525293767,-0.164489284,0.279967964,0.488583297,-0.03507603,0.783013344,0.349956453,-0.447680861,0.141820252,0.460791081,-0.223078251,0.583351552,0.903339088,0.009958991,0.45597893,0.901845038,-0.008370103,112,122,82,2
turn_left,0.615322948,0.520513296,-0.014468009,0.415695369,0.509933591,-0.034547053,0.750745893,0.530238092,-0.245414093,0.280022144,0.488266945,-0.036102213,0.777228951,0.350150287,-0.624730945,0.141752496,0.460814476,-0.220041901,0.583331645,0.903299272,0.009858537,0.455997139,0.901845396,-0.008272757,110,122,86,2
turn_left,0.615288258,0.520480335,-0.029845148,0.41603598,0.509913743,-0.037652664,0.750794291,0.533558249,-0.268329084,0.280346453,0.488272935,-0.04109145,0.765372694,0.35035795,-0.620082498,0.141811579,0.460229278,-0.23001942,0.583283067,0.903215826,0.008688739,0.455993325,0.901746809,-0.007144948,109,122,91,2
turn_left,0.615671635,0.520527542,-0.065532312,0.416178703,0.50985688,-0.035053365,0.752604544,0.53622663,-0.373759747,0.281756461,0.486516058,-0.041278891,0.707935691,0.352943093,-0.734139979,0.142412499,0.455352038,-0.224250123,0.583257556,0.903235197,0.003001798,0.455967098,0.9017452,-0.001565061,108,123,110,3
turn_left,0.616427183,0.520551026,-0.077656321,0.416918904,0.509836018,-0.030454421,0.754929185,0.539326489,-0.395083249,0.283877313,0.485789925,-0.036986373,0.696003973,0.358270496,-0.76507026,0.142971322,0.453785747,-0.216404706,0.583209693,0.903316796,-0.002256889,0.455936134,0.90170902,0.0036111,108,123,116,3
turn_left,0.616535544,0.520560861,-0.07497789,0.417320728,0.50983119,-0.029310888,0.756118655,0.540334344,-0.377907962,0.284962356,0.485570699,-0.03440126,0.699372053,0.35941118,-0.745196581,0.144400209,0.45370096,-0.215441316,0.583207607,0.903249502,-0.002983481,0.455967009,0.901589572,0.004358639,107,123,115,2
turn_left,0.616544247,0.52038461,-0.068310216,0.417331785,0.509821892,-0.029309426,0.757258832,0.540666938,-0.351540297,0.284464389,0.485487819,-0.033082902,0.706382155,0.359440744,-0.706609964,0.144449607,0.453712881,-0.214586571,0.583263457,0.903319359,-0.002711696,0.456012189,0.901634872,0.004089443,107,123,114,2
turn_left,0.616066277,0.520382583,-0.043983851,0.41685766,0.509821594,-0.029474776,0.755772829,0.540559649,-0.294190109,0.282115847,0.487987697,-0.031015018,0.731018901,0.358508229,-0.637764394,0.143385202,0.458060473,-0.212663025,0.583563268,0.903011382,0.001075233,0.456624925,0.901505888,0.000384455,107,122,106,3
turn_left,0.615922928,0.520707786,-0.05127614,0.415733874,0.510678828,-0.032768261,0.755739272,0.543739915,-0.343092114,0.281607568,0.487801999,-0.036073007,0.721122503,0.363280654,-0.714621663,0.143307343,0.457442492,-0.213486359,0.583533883,0.903315425,0.001074819,0.456614792,0.901906967,0.000376009,106,123,110,3
turn_left,0.614382386,0.520990491,-0.0276595,0.414287508,0.510790169,-0.026906541,0.753003478,0.544000208,-0.275185168,0.280014485,0.487926036,-0.033866189,0.748097003,0.362235427,-0.628963292,0.143024415,0.457138032,-0.211387917,0.583533645,0.903220594,0.001718777,0.456601322,0.901824713,-0.000313517,106,123,101,3
turn_left,0.613063276,0.5212484,-0.020467255,0.413292557,0.510845721,-0.028491145,0.750459433,0.543151319,-0.231325433,0.279889226,0.488007814,-0.033534266,0.757510245,0.361439258,-0.55559063,0.142819107,0.456979126,-0.212110445,0.583400607,0.902468383,0.004838478,0.456487983,0.901607454,-0.003386975,106,123,97,3
turn_left,0.613005638,0.52121824,-0.022258205,0.412692606,0.510798693,-0.042392157,0.749800146,0.532288432,-0.156812564,0.27977249,0.488468856,-0.050706975,0.786592066,0.356251627,-0.407404482,0.142153516,0.45703119,-0.238721296,0.583278775,0.902335942,0.006241444,0.456472307,0.90159601,-0.00479423,110,123,83,3
turn_left,0.613002837,0.521277606,-0.010772135,0.411777824,0.510052919,-0.05189677,0.749242187,0.528814614,-0.119086243,0.278622389,0.488778859,-0.068956137,0.803443432,0.359596074,-0.360575795,0.14157638,0.457025886,-0.264372677,0.583375156,0.902128994,0.009116649,0.456648976,0.901715577,-0.007620576,111,122,75,4
turn_left,0.613008857,0.521275878,-0.011239138,0.411421835,0.509818494,-0.049862146,0.748542666,0.528223574,-0.115784191,0.277639568,0.489140987,-0.064909324,0.812772095,0.365640581,-0.351371884,0.140505806,0.457151711,-0.261974007,0.583383977,0.901810348,0.00894792,0.456652969,0.901625335,-0.007458025,111,122,71,4
turn_left,0.613015056,0.521539629,-0.003889941,0.410908282,0.509818673,-0.04379015,0.748198092,0.530787945,-0.156695738,0.27771759,0.489314258,-0.095678695,0.824335456,0.39062795,-0.440545946,0.140123457,0.458226889,-0.330008239,0.583362937,0.902274311,0.007612612,0.456582159,0.901942313,-0.006364984,110,122,65,4
turn_left,0.613037586,0.522056758,0.003982935,0.410921335,0.510270238,-0.040603086,0.748374581,0.531380832,-0.095094517,0.277151763,0.489160001,-0.08256878,0.823141754,0.3857207,-0.310524404,0.139577836,0.458128631,-0.305141896,0.583345234,0.902596772,0.007267465,0.456395,0.902199924,-0.006050736,110,122,67,4
turn_left,0.613011837,0.521974325,-0.001629511,0.410966218,0.511469066,-0.040554062,0.746877909,0.535216093,-0.132593066,0.277400136,0.488680989,-0.082243599,0.812589169,0.388089061,-0.387084544,0.139564902,0.457036614,-0.286314845,0.583248973,0.902652502,0.007215192,0.456279188,0.902235329,-0.005985673,108,123,72,3
turn_left,0.613087058,0.521977246,-0.002670997,0.411000878,0.511863351,-0.036166746,0.746427178,0.536850691,-0.123062111,0.278127491,0.488081872,-0.065448359,0.806446373,0.385696739,-0.36112684,0.139550358,0.453612655,-0.26375109,0.583236814,0.902664006,0.007167923,0.456114203,0.902235448,-0.005931876,108,123,75,4
turn_left,0.612591565,0.522038519,-0.013989521,0.411148459,0.511713505,-0.039885532,0.746472716,0.539884686,-0.24783881,0.277492583,0.485324413,-0.063175991,0.76548475,0.365807325,-0.602999389,0.139023632,0.446401507,-0.241651535,0.583235621,0.902547598,0.008081992,0.456271172,0.90223527,-0.006769777,107,124,91,5
turn_left,0.612866342,0.522163868,-0.048667375,0.411392033,0.511896431,-0.048055191,0.7481879,0.545153677,-0.352814913,0.277143806,0.483875781,-0.065363728,0.730856657,0.364873588,-0.754590869,0.138124555,0.443487644,-0.241983503,0.583234549,0.902506649,0.007195284,0.45628196,0.901946664,-0.005830517,105,125,105,4
turn_left,0.613275945,0.522247016,-0.06331031,0.411926806,0.512436628,-0.054880194,0.749367058,0.547889292,-0.373691231,0.277175575,0.483584255,-0.07037551,0.716099799,0.365118116,-0.759782195,0.137640253,0.441889167,-0.242310017,0.583283067,0.902735054,0.007184125,0.456340551,0.901994348,-0.005816572,104,125,111,5
turn_left,0.613370657,0.522469461,-0.060633164,0.412302792,0.512499988,-0.055525385,0.751641154,0.553778708,-0.374255031,0.277319252,0.483081639,-0.070542589,0.71257484,0.371201545,-0.775868952,0.137391657,0.442004025,-0.240512058,0.58332479,0.902742803,0.007170246,0.456355274,0.90209949,-0.005794255,103,125,115,4
turn_left,0.613378346,0.522321463,-0.06841372,0.412349284,0.512053668,-0.054255821,0.752547979,0.555342793,-0.372900039,0.277310669,0.483016819,-0.068487987,0.71270895,0.371441364,-0.763506234,0.13667044,0.442314923,-0.238217264,0.583058596,0.902732611,0.005645155,0.456149906,0.902023435,-0.004239379,103,125,116,4
turn_left,0.613354325,0.522309721,-0.061004907,0.412441015,0.512052715,-0.0537467,0.752344489,0.554702044,-0.339915305,0.277648002,0.483033597,-0.066217892,0.722866833,0.369947016,-0.720020652,0.137181282,0.442493975,-0.240131453,0.58307606,0.902742565,0.005071594,0.456183761,0.902058482,-0.00363849,103,125,112,4
turn_left,0.612943292,0.522517204,-0.05420927,0.412483752,0.512163222,-0.052024674,0.751184583,0.554243743,-0.281491816,0.277775347,0.483791053,-0.054200687,0.742966473,0.367195666,-0.616630673,0.137186155,0.443938553,-0.228533909,0.583243906,0.90269953,0.006406941,0.456372887,0.902189791,-0.004960712,103,125,105,4
turn_left,0.612952828,0.522529721,-0.046360888,0.412437588,0.512162745,-0.052577097,0.75033325,0.545816243,-0.211533636,0.275437146,0.487064093,-0.054503907,0.779148221,0.365722358,-0.506308079,0.134867996,0.456411988,-0.233477548,0.58339262,0.902698219,0.007511534,0.456641525,0.902254343,-0.006054935,105,124,91,2
turn_left,0.613101602,0.52252996,-0.031179056,0.412391663,0.512140274,-0.050564103,0.750048935,0.542160988,-0.188761741,0.272861123,0.488820702,-0.052072059,0.789259732,0.365545362,-0.47447148,0.133043408,0.463562518,-0.237076253,0.58340323,0.903211057,0.007847875,0.456625283,0.902638972,-0.006407322,107,123,86,1
turn_left,0.613106668,0.522638381,-0.00481934,0.412048995,0.511763573,-0.043646503,0.748777688,0.53482151,-0.144516677,0.273267806,0.492594659,-0.07712917,0.805378795,0.372129619,-0.397457004,0.13560912,0.480571896,-0.314252377,0.583395422,0.903166592,0.009096367,0.456625462,0.902642548,-0.007681962,109,122,76,357
turn_left,0.613282681,0.522490919,0.006869835,0.41203922,0.511782527,-0.039439663,0.748113275,0.535098314,-0.118235946,0.273370624,0.495638281,-0.055859577,0.804091632,0.374930173,-0.378004044,0.1362672,0.48888883,-0.270531833,0.583401084,0.903269768,0.010799618,0.456583351,0.902802348,-0.009329386,109,121,76,356
turn_left,0.613288581,0.522059023,-0.000448007,0.412160248,0.51168865,-0.039694391,0.748019516,0.534732163,-0.145494714,0.273470998,0.497056454,-0.056455612,0.799081683,0.373382002,-0.416511953,0.137106612,0.49414894,-0.270339102,0.583374381,0.903263927,0.012291312,0.456369072,0.902779281,-0.010790173,109,120,78,355
turn_left,0.613187194,0.522260368,-0.003844647,0.412329048,0.511288345,-0.03943903,0.747263551,0.53778851,-0.201866895,0.27336359,0.498810351,-0.060034782,0.784862399,0.372854233,-0.554836094,0.137799814,0.498558611,-0.278349549,0.583053768,0.902927339,0.015466233,0.45594421,0.902371466,-0.014003809,108,119,84,355
turn_left,0.612993836,0.522750556,-0.001084497,0.412487924,0.51092267,-0.030531997,0.746885955,0.540283144,-0.230155468,0.273057759,0.500520527,-0.050222147,0.771441877,0.370685607,-0.59072274,0.138156205,0.502276242,-0.259164363,0.583067536,0.902859747,0.015490739,0.45594579,0.90186131,-0.014040914,107,119,89,355
turn_left,0.613166273,0.523962736,-0.031509172,0.412591696,0.511093259,-0.037090369,0.747940004,0.545488179,-0.326704174,0.272842884,0.501169264,-0.060540654,0.735812247,0.369741321,-0.714741886,0.139041409,0.502992749,-0.275208026,0.583078623,0.902965724,0.014736007,0.455887973,0.901707768,-0.013252215,106,119,103,355
turn_left,0.613378346,0.524031401,-0.033704612,0.412833512,0.511234164,-0.036209155,0.748617172,0.547421336,-0.336019576,0.272874653,0.501862347,-0.065858319,0.719357967,0.368534893,-0.710837483,0.140994206,0.503764927,-0.283518016,0.583118439,0.903300285,0.014281237,0.455850303,0.901750565,-0.012789954,105,118,109,355
turn_left,0.613476038,0.523969173,-0.032973982,0.412840605,0.511233568,-0.029963857,0.749359369,0.548541605,-0.32079348,0.272478938,0.501673639,-0.040917698,0.718688965,0.368140221,-0.674643397,0.141020045,0.502274334,-0.213262394,0.583172321,0.90329963,0.013094778,0.455858767,0.901660323,-0.011676026,105,119,110,356
turn_left,0.613425791,0.523951471,-0.045861717,0.412761927,0.51123184,-0.04152628,0.749702096,0.548479736,-0.334195673,0.271650851,0.501650214,-0.043418001,0.72283107,0.367540002,-0.709255934,0.140832022,0.501378119,-0.228009656,0.583180487,0.903308213,0.011929519,0.455859125,0.90161705,-0.010476923,105,119,109,356
turn_left,0.613298416,0.523860574,-0.044596214,0.412760824,0.510771036,-0.044193052,0.749854684,0.54837507,-0.311844051,0.271236867,0.501824141,-0.067516424,0.727248967,0.363123059,-0.670898497,0.140815482,0.500315368,-0.285490602,0.583217978,0.903494477,0.010877319,0.455862701,0.901867926,-0.009392137,105,118,107,357
turn_left,0.610516846,0.523644865,-0.042226605,0.410996109,0.510911226,-0.044174213,0.747317731,0.544959962,-0.26681298,0.271456718,0.500096858,-0.050933737,0.743036866,0.361622691,-0.614208758,0.139205739,0.489484936,-0.246513337,0.58333987,0.902762473,0.010314258,0.456252486,0.901854336,-0.008770101,106,119,100,0
turn_left,0.60833317,0.523645163,-0.041228943,0.409598649,0.512257159,-0.044031698,0.740327716,0.544818342,-0.255815268,0.271259516,0.500025451,-0.037349038,0.751393914,0.361935198,-0.601971328,0.135758743,0.484913886,-0.22310546,0.583343029,0.902613819,0.010303335,0.456344515,0.902028024,-0.008763144,105,120,96,1
turn_left,0.607153416,0.523635805,-0.036678486,0.408050239,0.512582064,-0.053183328,0.739389539,0.538990557,-0.228906006,0.270484686,0.500036955,-0.046442173,0.761848927,0.360769302,-0.557241023,0.132320344,0.482761919,-0.23034057,0.583332777,0.902568519,0.01216123,0.45635885,0.902205169,-0.010641774,107,120,89,2
turn_left,0.607015908,0.523636878,-0.022902805,0.406457961,0.512604654,-0.052874506,0.739346206,0.537786186,-0.133585691,0.27010721,0.500333965,-0.061315514,0.798497021,0.37185514,-0.375268608,0.131578296,0.482585311,-0.256479621,0.583319008,0.902569413,0.011966492,0.456255287,0.902292669,-0.010449874,107,120,76,2
turn_left,0.607117414,0.523381114,-0.01329047,0.405457199,0.512956679,-0.052946251,0.7405985,0.531071544,-0.112269163,0.268262684,0.500541985,-0.071147487,0.820067048,0.37157011,-0.335061729,0.130470544,0.482562572,-0.262939155,0.583358169,0.902577102,0.012057474,0.456376404,0.902648687,-0.010587746,110,120,67,2
turn_left,0.606947124,0.522984803,-0.02772944,0.404138327,0.513204455,-0.079034463,0.749250352,0.52627939,-0.085746571,0.268304139,0.500568688,-0.09509176,0.849400043,0.384803802,-0.260790884,0.130421802,0.482681066,-0.264655083,0.583357215,0.903322875,0.011540236,0.456284434,0.903593302,-0.010227729,112,120,56,2
turn_left,0.60699898,0.523082316,-0.019159961,0.403983593,0.513240099,-0.076200485,0.749110579,0.526640475,-0.120822906,0.268342704,0.500549614,-0.087228678,0.832894325,0.396412581,-0.361117423,0.130391091,0.483069599,-0.264442116,0.583365083,0.903369308,0.011522854,0.45632109,0.903872192,-0.010216014,112,120,59,2
turn_left,0.607040584,0.523084939,-0.017883094,0.403724521,0.513237655,-0.073050819,0.749218822,0.526988983,-0.100041911,0.267575562,0.499326646,-0.092341349,0.830851555,0.383795321,-0.316860795,0.129630506,0.483051091,-0.273351014,0.583485425,0.903384387,0.011737776,0.456348121,0.904267967,-0.010451584,112,121,62,1
turn_left,0.607036114,0.523094296,-0.024130512,0.404659033,0.513140261,-0.069856748,0.746855974,0.530549705,-0.210774869,0.267578393,0.498200774,-0.088565461,0.788773417,0.374364644,-0.548778296,0.129468814,0.480684161,-0.273123562,0.583449244,0.903382659,0.01138688,0.456394911,0.904301047,-0.010077385,111,121,78,1
turn_left,0.606967211,0.523153663,-0.028989226,0.405946076,0.513233423,-0.054479856,0.745056629,0.533967793,-0.271708786,0.268434942,0.496254027,-0.064871386,0.768041074,0.371539116,-0.638825297,0.129555061,0.478482217,-0.244664103,0.583490729,0.903941929,0.008734679,0.456522375,0.904868364,-0.007438437,109,122,86,0
turn_left,0.607607365,0.522526622,-0.033742089,0.407442242,0.513416886,-0.04470063,0.747735143,0.536084831,-0.302784294,0.269536912,0.495305568,-0.043366782,0.71703285,0.363230377,-0.660177171,0.130565926,0.473553926,-0.232164189,0.583377182,0.904130042,0.008399596,0.456471115,0.904875398,-0.007048069,109,122,106,1
turn_left,0.609037042,0.522021055,-0.041488189,0.408968151,0.51367867,-0.032500811,0.749489307,0.539038837,-0.329902887,0.270729542,0.494457841,-0.031076271,0.703176856,0.362677097,-0.692251146,0.131101817,0.471008837,-0.21413748,0.583400071,0.904501915,0.006326629,0.456464469,0.905150712,-0.004906188,108,122,112,2
turn_left,0.609477222,0.522115886,-0.054344632,0.409909874,0.51436913,-0.035127785,0.749419987,0.542094648,-0.346701562,0.271617174,0.493048966,-0.038147323,0.689728796,0.363206685,-0.721559703,0.131508917,0.468549132,-0.219324544,0.583399951,0.904685736,0.006017081,0.456408113,0.90529567,-0.00455411,106,123,117,1
turn_left,0.609625459,0.522005022,-0.05575306,0.410304219,0.514416397,-0.037067942,0.749562502,0.544391096,-0.341906607,0.271668673,0.492775381,-0.042082798,0.701153338,0.363433719,-0.711219907,0.131664187,0.469066113,-0.224495202,0.583408892,0.904687881,0.005665868,0.456370294,0.905263722,-0.004190716,106,123,114,1
turn_left,0.608787715,0.522644222,-0.052593946,0.410170704,0.514434397,-0.053603929,0.748568058,0.545380175,-0.310677409,0.270935953,0.492676616,-0.055927526,0.705507398,0.359233499,-0.672525287,0.131518692,0.469387829,-0.238840178,0.583515763,0.904302776,0.005683307,0.456734598,0.905187905,-0.004213605,105,123,112,1
turn_left,0.608792841,0.522689581,-0.034484293,0.409824133,0.514210999,-0.056676585,0.746962011,0.543865561,-0.181099415,0.270322621,0.492833048,-0.066014417,0.773422599,0.359677255,-0.465110123,0.131106511,0.472158134,-0.260730296,0.583521426,0.904221416,0.006418841,0.456873715,0.905183673,-0.004957706,106,123,91,360
turn_left,0.608796537,0.52289027,-0.014316268,0.409742743,0.514009833,-0.054340851,0.746721625,0.542227387,-0.152792245,0.269674867,0.493018687,-0.065561078,0.790402055,0.361200809,-0.414319575,0.129271641,0.473421842,-0.259248197,0.583517671,0.904191852,0.008700658,0.456991345,0.905247808,-0.007289308,106,123,84,359
turn_left,0.609168112,0.522940934,-0.017147657,0.409486353,0.513978839,-0.06549786,0.74978596,0.537335157,-0.113604985,0.268580347,0.493478626,-0.090870447,0.825943589,0.368068218,-0.338906378,0.127666086,0.474409968,-0.285229176,0.583728313,0.904198527,0.008683858,0.457015812,0.905241609,-0.007284842,109,123,72,359
turn_left,0.609733939,0.523225725,-0.057076968,0.40860638,0.513960063,-0.10349039,0.754289389,0.53325665,-0.12681739,0.26798448,0.493549377,-0.124983147,0.847798169,0.385354578,-0.32708472,0.126496702,0.476079494,-0.308919638,0.58378756,0.904195845,0.00707902,0.457026422,0.90519017,-0.005848848,111,123,62,359
turn_left,0.609838724,0.523437321,-0.06111636,0.407693237,0.513801455,-0.101087272,0.756259084,0.530894101,-0.126711726,0.267608345,0.493641645,-0.122050129,0.854410768,0.390851319,-0.323820263,0.125500247,0.47775206,-0.302495062,0.583791494,0.904194415,0.005675204,0.457011372,0.905177891,-0.004575925,112,123,58,358
turn_left,0.609944046,0.523695529,-0.05743023,0.407198101,0.513647556,-0.092001937,0.756069839,0.530636549,-0.112301961,0.266792715,0.493655175,-0.110606506,0.851617694,0.395382434,-0.307827711,0.125098512,0.47887516,-0.29382953,0.583777785,0.904248774,0.005103101,0.456989586,0.905257106,-0.004059763,112,123,57,358
turn_left,0.609937549,0.524606824,-0.007187513,0.407199949,0.514006555,-0.055957265,0.752394617,0.537089944,-0.10920541,0.266499162,0.493680269,-0.075123623,0.835115314,0.39514935,-0.343853891,0.125294626,0.478895605,-0.263661265,0.583764672,0.905088723,0.006375935,0.456876695,0.906181931,-0.005290392,110,123,65,358
turn_left,0.609297812,0.524906754,-0.009490581,0.407290787,0.514141202,-0.057909966,0.74832809,0.54324019,-0.200843722,0.266506225,0.493624121,-0.071653076,0.785893083,0.379970819,-0.52888459,0.126349941,0.478586823,-0.257501274,0.583745241,0.904665887,0.00783328,0.456916392,0.906120121,-0.006557269,107,123,85,358
